lemma	pos	indexes	preceding_sentences	sentences	following_sentences	dates	filenames	identifiers	descriptions
animal	nms    	7	concedida se desmienta, otorgar directamente la opuesta. Es decir: no me muerde, luego es mi amigo. Pero cuando me muerda, y es probable que suceda, ya no es mi amigo, luego será mi enemigo. . . Totalmente de acuerdo también con José L. Castillo, salvo en la parte de enemigos.	En la naturaleza, excepto el hombre, ningún animal tiene enemigos fuera de su manada (a parte de posibles rivales), y menos fuera de su especie.	Los animales tienen depredadores, con los que en determinados momentos pueden incluso compartir una charca para beber (hay documentales sobre esto). El post, muy bueno, si señor. Pero no olvidarse de que aunque no sean realment los mas fieros,	0	es-b-0.txt	control_44	[ES] Spain
pelota	nms    	16	siempre digo que soy muy torpe con el cuerpo. En motricidad voy bastante mal y los juegos de pelota siempre han sido los peores para mí, porque en los otros puedo disimular un poco o, con el tiempo, aprender. Pero con los de pelota no puedo.	Con Notxa, los miércoles antes de empezar la clase, siempre hacemos un poco de juego de pelota que consiste en ir tocándola con pases aleatorios sin que la pelota toque el suelo.	Si la pelota toca el suelo, entonces perdemos. Siempre hacemos la de prueba y luego la de verdad. Notxa siempre nos dice que hay que ir superando el récord que tengamos para ver a cuánto hemos llegado a final de curso. El miércoles también lo hicimos. En	0	es-b-0.txt	control_45	[ES] Spain
canica	nfp    	10	nota, les pedí a algunos amigos que me ayudarán respondiendo a la pregunta ¿Cuál es el juguete más de moda entre los niños?. Debo confesar que esperaba respuestas como legos, carros a control remoto o paletas de tennis, pero he podido comprobar que mis ideas están un tanto lejos de la realidad.	Los niños de ahora ya no quieren carritos, trompos o canicas;	estos juegos para infantes han sido reemplazados por palabras extranjeras como Xbox Slim o Nintendo Wii, aparatos diseñados para el entretenimiento de pequeños que suponen una tecnología cada vez más sorprendente. A continuación un resumen de los mejores juguetes para niños. Xbox Slim 360 Es lo último en la industria del videojuego, posee las mimas características y funciones que el Play Station Station	4	pe-b-0.txt	control_46	[PE] Peru
competición	nfs    	10	líder en la Península Ibérica e Islas, repite por quinto año consecutivo este 2013 como transporte oficial de la 68ª Vuelta Ciclista a España, que arranca este próximo sábado 24 de agosto.	Así lo ha confirmado Unipublic, la empresa organizadora de la competición, que ha confiado de nuevo en esta compañía de primera magnitud dado que se identifica plenamente con los valores esenciales de la competición, entre los que destaca el trabajo en equipo y la cultura del esfuerzo, hasta alcanzar la meta.	Además de continuar como el transporte oficial, Azkar será patrocinador de la Vuelta a España 2013. De este modo, el operador logístico ofrecerá flexibilidad y fiabilidad en el transporte, la distribución y la logística de la carrera, al mismo tiempo que sigue apoyando	0	es-b-0.txt	control_47	[ES] Spain
guerra	nfs    	8	ideología y la propaganda neoliberal que rinde culto al individualismo y la competencia desleal tienen temor del Che solidario, tierno y antiimperialista. Pero los pueblos de América latina que viven procesos transformadores sienten que el Che está más vivo que nunca. Que allá en El Yuro el Che perdió una batalla, fue preso y asesinado.	Pero que cuarenta años después está ganando la guerra.	Izarra ve elementos comunes en relación con la comunicación en América latina, por ejemplo la necesidad de democratizar el espacio radioeléctrico. Define al canal de noticias que dirige como la voz del sur y afirma que Venezuela no se libró de la guerra mediática. Por Mercedes López San Miguel - - Telesur empezó su salida al aire en 2005, ¿	0	es-b-0.txt	control_48	[ES] Spain
bote	nms    	1	y no estar informada sobre el tema, el instinto me decía que algo no cuadraba ¿Cómo mi cuerpo de repente va a dejar de producir? No era lógico. Aún así, compré un bote de Leche de fórmula (por si acaso) y me puse en contacto con TODAS las asociaciones de lactancia de España, les expuse mi caso y esperé respuesta.	El bote de leche de fórmula sólo sirvió para acumular polvo en la despensa y meses después lo tiré entero.	Lo único que estaba ocurriendo es que estábamos atravesando un brote de crecimiento, el cual, se fue igual que vino, con mucha teta. A los 4 meses mi pediatra me instó a darle biberón de fórmula antes de dormir, porque según él, despertar	0	es-b-0.txt	control_49	[ES] Spain
barco	nmp    	34	arremangarse la camisa y construir una trama que me ha sorprendido por la mezcla de géneros, muy lograda y que convierten a esta novela en una excelente elección.	Lo que comienza como una novela de aventuras en toda regla, en una línea muy similar a las aventuras de Dirk Pitt o incluso del inefable Robert Langdon, con buscadores de tesoros, enigmas históricos, barcos hundidos, empresarios sin escrúpulos, leyendas de piratas y secretos de la Iglesia - en este caso por parte de los Jesuitas-, se trasforma página a página en una novela de terror apocalíptica, donde los muertos se levantarán de sus tumbas para devorar la carne de los vivos.	Zombies de verdad. No infectados. Aquí son cadáveres, algunos tras varios siglos	0	es-b-0.txt	control_50	[ES] Spain
pelota	nms    	30	gira el mismo escenario y equipo y se monta todos los días de la misma manera, con lo que pudimos disfrutar de una clásica siestecita veraniega. Sobre las 21:00h habíamos quedado en la recepción del Hotel.	Hay que mencionar la nueva incorporación a la gira de Yeka una serpiente verde fosforito y multicoloreada de dos metros y medio que el habilidoso Iván Mingot consiguió introduciendo una pelota de goma en un jarrón en uno de los puestos de juego de Port aventura, la serpiente ya se sube al escenario con nosotros y le gusta mucho jugar con nuestro Manager Tito a el snake-poquer.	A las 21:30 llegamos al lugar de la actuación, allí nos esperaba el equipo de 40Tv que estaban preparando un especial sobre la gira Zona40 que podréis ver	0	es-b-0.txt	control_51	[ES] Spain
patata	nfp    	5	Unas cuantas carcajadas y unas palabras de cariño antes de irme a la cama. El recuerdo dulce de mis muertos. Un par de árboles al otro lado de los cristales y un pedazo de cielo al que se asomen la luz y la noche. El mejor verso del mundo y la más hermosa de las músicas.	Por lo demás, podría comer patatas cocidas y dormir en el suelo mientras mi conciencia esté tranquila.	Tmabién quiero, eso sí, mantener la libertad y el espíritu crítico por los que pago con gusto todo el precio que haya que pagar. Quiero toda la serenidad para sobrellevar el dolor y toda la alegría para disfrutar de lo bueno. Un instante de belleza a diario. Echar desesperadamente de menos a	0	es-b-0.txt	control_52	[ES] Spain
pelota	nms    	17	de cupo o criterio de selección o prueba de selección? De entrada el proceso es laaaaaaaargo y pesado. Primero tendrías que buscar un departamento que tuviera una línea de formación-investigación que te interesara o proponer una. Después creo que ellos pueden elegir si sí o si no.	Por otra parte, para muchos profesores el doctorando es una carga, salvo que el tío sea un pelota en el sentido de que les caiga bien y que además investigue en su doctorado lo que les gusta.	: Pepito hace un trabajo sobre las libélulas verdes en un departamento de psicología de las libélulas verdes y la profesora es una eminencia en libélulas verdes. Del trabajo de su doctoranda además de ayudarle a publicar un nuevo artículo en la revista	0	es-b-0.txt	control_53	[ES] Spain
animal	nmp    	3	típica con la que Carlos y Jaume empiezan siempre sus vídeos. Como esta frase en los vídeos, cada domingo hacemos un repaso de todas las noticias que se nos han quedado en el tintero y esta semana el protagonismo es principalmente para Samsung y para la operación biquini de Umeox. ¡Vamos allá! Bienvenidos a todos a la sección de los domingos.	Los humanos somos animales de costumbres y en Andro4all no podía ser de otra manera.	Como cada semana, en Lo que el androide no vio haremos un breve repaso de alguna de las noticias que por un motivo u otro no hemos podido llegar a cubrir. Sin más dilación, ¡empecemos! Samsung regala un Galaxy S4 para aquellos que puedan mirarlo durante 60 minutos ¿Qué mejor	0	es-b-0.txt	control_54	[ES] Spain
ir	vsp-1/3s	4	? Para evitar un uso abusivo de algunos servicios que se proporcionan de forma gratuita en Internet, como el correo electrónico. Ya he escrito en otras ocasiones sobre este tema, como en el artículo ¿Captcha accesible? No. Hoy en día, los captchas suponen un grave problema de accesibilidad, ya que se suelen basar en pruebas visuales.	Desgraciadamente, no parece que vaya a mejorar la situación, ya que los nuevos tipos de captcha que se están desarrollando siguen utilizando pruebas visuales, como podemos ver en los siguientes ejemplos.	En la web They Make Apps, el captcha que emplean es una barra de desplazamiento que el usuario tiene que mover hasta cierta posición. Animal Captcha Test muestra una imagen distorsionada y el usuario tiene que introducir el	0	es-b-0.txt	control_55	[ES] Spain
valla	nfs    	11	prevenía de los peligros reales que la agreste naturaleza nos deparaba como especie. Cuando se siente miedo te pones alerta, te tensas, la química del cuerpo, en especial, la adrenalina, te prepara para reaccionar. Ante el enemigo se presentan actitudes diversas, todas ellas probadamente eficaces.	La primera es correr, escapar, subirte a un árbol, saltar la valla, hacerte el récord de los 1000 metros.	La segunda es enfrentar, crecerte, que tu voz y tu cuerpo denoten la persona fuerte que eres y lo poco inteligente que sería que alguien te atacara. Y finalmente, la tercera sería bloquearse, quedar en shock, hacerse el muerto, el escondido, el rendido, de forma que no	0	es-b-0.txt	control_56	[ES] Spain
comer	vip-3s	0	intelectual. Nace un comité, Leningrado. El futuro nació en octubre. Los pinos nuevos. La tierra combatiente, entre otros, supongo. Baile y política están muy relacionados. Ric, muchísimas gracias!, y sí, yo me ocupó del asunto. No puedo sino estar de acuerdo contigo, y claro que te creo. Carmen, ¡una metáfora de la represión	Come on!	También es muy cierto que la familia de Maya, judía, como Maya misma, fue siquitrillada, y si mal no recuerdo su padre murió o estuvo preso en un campo. Sufrieron, pero el establishment no se pudo pasar de ellos, por su intelligentzia, y los judíos del ballet se las arreglaron no sólo para sobrevivir sino para tratar de	1	cu-b-0.txt	control_57	[CU] Cuba
comer	vip-3s	10	a otros países donde sí existen exiliados cubanos que viven en condiciones de destierro. Martí, por ejemplo, anduvo caminando en New York, con los zapatos rotos y unos miles de dólares en sus bolsillos destinados a la causa cubana. Pero éste, era un verdadero exiliado que siempre pernoctó en su Isla.	Liborio, hay mucha gente que se ha quedado en Cuba, come de la libreta, tienen que ver la mesa redonda y no son del PCC, y sin embargo, sí les importa Cuba y todo lo que les ocurre, pero no pueden hacer nada.	Hay otros, las excepciones, que están en las cárceles por importarle demasiado la situación. Vaya, que las cosas no son tan maniqueas como aparentemente se ven	1	cu-b-0.txt	control_58	[CU] Cuba
niño	nmp	9	, aún más, repensar al sistema. El siglo XXI sigue anclado en el pasado y eso es grave, porque es un síntoma inequívoco del poco avance que hemos logrado como sociedades civilizadas. De continuar así, seguiremos tendiendo ciudadanos infelices e incompetentes para aportar al desarrollo humano propio y de sus semejantes.	Actualidad Pedagógica Día tras día, se niega a los niños el derecho de ser niños.	Los hechos que se burlan de ese derecho, imparten sus enseñanzas en la vida cotidiana. El mundo trata a los niños ricos como si fueran dinero, para que se acostumbren a actuar como el dinero actúa. El mundo trata a los niños pobres como si fueran basura, para que se conviertan en basura. Y a los de	0	es-b-0.txt	control_59	[ES] Spain
niño	nms	16	con: densidad osea capacidad pulmonar insuficiente desarrollo cardiaco el sistema inmunológico ¿Os parecen suficientes motivos para tratar a un niño con HGH? Seguro que a sus padres se la pelaba los problemas con la densidad osea o el sistema inmunológico que pudiera desarrollar su hijo de 11 años.	Seguro que lo único que querían era que llegara al 1,69 y asegurarse así que su niño de 11 años sería una megaestrella.	Esa fue la motivación de toda la familia durante dos años de pasarlas canutas buscando como financiar el tratamiento hasta que llegó al Barça, la posibilidad (siempre remotisima) de que su hijo llegara a crack. Felicidades, Iago. En el segundo cuarto casi me asustan, no deberían haber perdido tanta ventaja tan rápido,	0	es-b-0.txt	control_60	[ES] Spain
cañón	n	47	nos de nuestros cómodos sillones. Ocurre. Algo muy parecido al abrir un libro. Ya sabes.	Rozar con la yema de los dedos una cubierta añeja, abrir una primera página que susurra al oído una historia que cambiará tu vida por fin, la mayor parte de su curso el río Drina discurre a través de angostas gargantas entre montañas abruptas o por profundos cañones cortados a pico.	. . Navegando. Empecé a sospechar del cine. Sin embargo. Cuando era bastante más pequeño ¿se dice así? Me solía pasar después de haber asistido alucinado a películas protagonizadas por niños de mi edad donde aparecían chicas hermosas que al final besaban al protagonista. Veías Los Goonies, Regreso al Futuro, Juegos de guerra y te	0	es-b-0.txt	control_61	[ES] Spain
cañón	nms	4	, y recibió 24 M- 110A2 en 1993 procedentes de el Ejército de Estados Unidos. Los últimos ejemplares en activo de este vehículo, pertenecientes al Regimiento de Artillería de Campaña nº63 con base en León, fueron retirados en 2009 para su desguace. Uno de ellos se salvó de el soplete para ser conservado en el museo de El Goloso.	Tanque AMX- 30, con cañón de 105 mm.	El Ejército español compró en mayo de 1970 19 unidades de este carro francés para usarlos en el Sáhara, con un esquema desértico. Desde 1974 fueron construidos en España 280 tanques más con licencia siendo denominados AMX- 30E. En 1988 se inició un proceso de modernización de 149 tanques a la versión AMX- 30ER1. Fue la espina dorsal de @	0	es-b-0.txt	control_62	[ES] Spain
